School Name,Number Tested,Mean Scale Score
P.S. 376,29222,444.54545454545456
P.S. 377,2812,513.8533333333334
P.S. 377 ALEJANDRINA B. DE GAUTIER,16797,356.67452830188677
P.S. 38 ROBERTO CLEMENTE,8125,392.3584229390681
P.S. 380 JOHN WAYNE ELEMENTARY,22551,425.66759002770084
P.S. 39 FRANCIS J. MURPHY JR.,25016,421.2529550827423
P.S. 396,12092,403.072131147541
P.S. 397 FOSTER-LAURIE,9416,400.81404958677683
P.S. 398 WALTER WEAVER,9856,394.35714285714283
P.S. 399 STANLEY EUGENE CLARK,16751,402.4355400696864
P.S. 452,8847,470.20542635658916
P.S. 5 PORT MORRIS,37349,408.0409982174688
P.S. 503: THE SCHOOL OF DISCOVERY,44179,422.98024691358023
P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,32677,416.4698162729659
P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,8359,527.2369668246446
P.S. 536,14703,409.01552795031057
P.S. 56 THE LOUIS DESARIO SCHOOL,29010,436.54901960784315
P.S. 58 - THE SCHOOL OF HEROES,53776,429.43542435424354
P.S. 583,2223,517.5072463768116
P.S. 595,1893,510.82758620689657
P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,30400,422.25333333333333
P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,22920,421.56235294117647
P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,17947,426.38157894736844
P.S. 66,46065,421.0521582733813
P.S. 69 VINCENT D. GRIPPO SCHOOL,39830,433.9114583333333
P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,11527,415.3578274760383
P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20792,466.1111111111111
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,24555,407.7493333333333
P.S. 77 LOWER LAB SCHOOL,14817,452.9932432432432
P.S. 770 NEW AMERICAN ACADEMY,5959,441.2699115044248
P.S. 78,24021,423.2160278745645
P.S. 8 SHIRLEE SOLOMON,23755,443.61475409836066
P.S. 81Q JEAN PAUL RICHTER,40128,420.23115577889445
P.S. 889,2127,503.13513513513516
P.S. 89,14118,454.6842105263158
P.S. 89Q: THE JOSE PERALTA SCHOOL OF DREAMERS,95075,424.6619718309859
P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,37094,405.22137404580155
P.S. 90 EDNA COHEN SCHOOL,23046,417.4127358490566
P.S. 97 THE HIGHLAWN,39052,435.69789227166274
P.S. K134,25107,437.54586129753915
P.S. K225 - THE EILEEN E. ZAGLIN,66145,420.2116129032258
P.S. K315,32159,411.9846153846154
P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,95645,421.09466019417476
P.S. Q086,41770,424.4377777777778
P.S. X014 SENATOR JOHN CALANDRA,28759,425.8510101010101
P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,30414,423.4208695652174
P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,37007,410.1571194762684
P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,2888,386.4469696969697
P.S. X114 - LUIS LLORENS TORRES SCHOOLS,34323,400.10483870967744
P.S. X140 THE EAGLE SCHOOL,24399,394.56609195402297
P.S./ I.S. 155 NICHOLAS HERKIMER,19135,399.4549356223176
P.S./ IS 178 HOLLISWOOD,25104,434.0959409594096
P.S./I.S. 045 HORACE E. GREENE,32642,401.90367775831874
P.S./I.S. 087 MIDDLE VILLAGE,29516,426.1904761904762
P.S./I.S. 104 THE FORT HAMILTON SCHOOL,85783,433.23321123321125
P.S./I.S. 113 ANTHONY J. PRANZO,59570,435.40915805022155
P.S./I.S. 116 WILLIAM C. HUGHLEY,39336,408.7403400309119
P.S./I.S. 119 THE GLENDALE,69519,451.8062397372742
P.S./I.S. 137 RACHEL JEAN MITCHELL,9789,390.64431486880466
P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIEN,23024,387.45388788426766
P.S./I.S. 187 HUDSON CLIFFS,42921,423.3453996983409
P.S./I.S. 208,44798,418.97767145135566
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR C,22142,426.043392504931
P.S./I.S. 217 ROOSEVELT ISLAND,25401,435.63375796178343
P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,55915,416.6671826625387
P.S./I.S. 224,27081,395.02095808383234
P.S./I.S. 266,30810,421.7420965058236
P.S./I.S. 268,35354,420.26111908177904
P.S./I.S. 295,26117,414.9703459637562
P.S./I.S. 30 MARY WHITE OVINGTON,51281,455.62862010221465
P.S./I.S. 323,27351,400.7614314115308
P.S./I.S. 54,17233,401.859872611465
P.S./I.S. 78Q,25542,449.65684575389946
P.S./M.S 042 R. VERNAM,31048,394.834008097166
P.S./M.S. 004 CROTONA PARK WEST,24963,417.47347740667976
P.S./M.S. 029 MELROSE SCHOOL,43924,404.62644628099173
P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,38164,404.63123993558776
P.S./M.S. 114 BELLE HARBOR,27871,421.8744855967078
P.S./M.S. 11X498 - VAN NEST ACADEMY,41506,432.97276853252646
P.S./M.S. 138 SUNRISE,44495,395.78535773710485
P.S./M.S. 147 RONALD MCNAIR,33915,406.2638376383764
P.S./M.S. 194,89274,421.0893997445722
P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIE,27428,419.0798258345428
P.S./M.S. 280 MOSHOLU PARKWAY,54046,410.67605633802816
PARK SLOPE COLLEGIATE,9041,416.97872340425533
PARKSIDE PREPARATORY ACADEMY,43635,407.29864253393663
PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,16328,417.39862542955325
PAULA HEDBAVNY SCHOOL,29871,428.44736842105266
PAVE ACADEMY CHARTER SCHOOL,3524,407.9767441860465
PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,28923,409.39592760180994
PELHAM GARDENS MIDDLE SCHOOL,37471,412.9386666666667
PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,2108,388.75
PIONEER ACADEMY,43395,418.5753424657534
PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,4664,504.8695652173913
PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,10658,402.14222222222224
PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,3982,437.08379888268155
PROFESSOR JUAN BOSCH PUBLIC SCHOOL,8549,442.69465648854964
PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,21147,407.809375
"PS/MS 20 P.O.GEORGE J. WERDANN, III",58963,406.0318559556787
PS280Q: HOME OF THE LIONHEARTS,23789,444.62418300653593
PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL,23916,420.28125
PUGSLEY PREPARATORY ACADEMY,36793,423.0167064439141
QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,22900,425.8508557457213
QUEENS EXPLORERS ELEMENTARY SCHOOL,5719,560.2941176470588
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,22674,444.6445086705202
"QUEENS SCHOOL OF INQUIRY, THE",17353,398.75792507204613
QUEENS UNITED MIDDLE SCHOOL,14119,424.3486590038314
QUEST TO LEARN,18023,406.33506493506496
RALPH A. FABRIZIO SCHOOL,49471,434.1816091954023
RED HOOK NEIGHBORHOOD SCHOOL,5448,390.0168776371308
REDWOOD MIDDLE SCHOOL,14625,458.51171875
RENAISSANCE CHARTER SCHOOL,3498,395.9183673469388
RENAISSANCE SCHOOL OF THE ARTS,9972,375.808429118774
RESTORATION ACADEMY,7453,378.3414634146341
RIVER EAST ELEMENTARY,6433,414.1518987341772
RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,56397,412.18568232662193
RIVERDALE AVENUE COMMUNITY SCHOOL,4998,451.0344827586207
RIVERDALE AVENUE MIDDLE SCHOOL,6411,434.8398058252427
RIVERTON STREET CHARTER SCHOOL,5968,406.1162790697674
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",8305,435.99604743083006
ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,1326,399.16
RONALD EDMONDS LEARNING CENTER II,9921,407.60074626865674
ROSALYN YALOW CHARTER SCHOOL,446,604.4
SAMARA COMMUNITY SCHOOL,2567,550.3563218390805
SCHOLARS' ACADEMY,44056,455.26791277258565
SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,19666,397.94375
SCHOOL FOR GLOBAL LEADERS,20659,412.70277078085644
SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,1190,529.3333333333334
SCHOOL OF EARTH EXPLORATION AND DISCOVERY HARLEM (,1940,487.46666666666664
"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",11465,444.3576388888889
SCHOOL OF PERFORMING ARTS,26202,391.13350785340316
SCHOOL OF SCIENCE & TECHNOLOGY,36334,411.8225806451613
SCHOOL OF THE FUTURE BROOKLYN,9005,420.30131004366814
SCHOOL OF THE FUTURE HIGH SCHOOL,23650,433.3507109004739
SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,39902,422.57487922705315
"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",14220,437.53007518796994
SHERIDAN ACADEMY FOR YOUNG LEADERS,22680,399.1708683473389
SISULU-WALKER CHARTER SCHOOL OF HARLEM,1424,395.5357142857143
SIXTH AVENUE ELEMENTARY SCHOOL,2959,567.37
SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,30735,406.77260981912144
SOUTH BRONX ACADEMY FOR APPLIED MEDIA,25805,391.3844011142061
SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTU,2150,396.2413793103448
SOUTH BRONX CLASSICAL CHARTER SCHOOL,2878,426.2093023255814
SOUTH BRONX CLASSICAL CHARTER SCHOOL II,762,516.4285714285714
SOUTH BRONX CLASSICAL CHARTER SCHOOL III,362,622.4
SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,1674,457.75
SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL,3167,512.8378378378378
SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,23726,421.01851851851853
SPACE SHUTTLE COLUMBIA SCHOOL,36063,421.2054794520548
SPECIAL MUSIC SCHOOL,4132,462.3167938931298
SPRING CREEK COMMUNITY SCHOOL,15291,414.0514705882353
SPRUCE STREET SCHOOL,15697,473.2386934673367
ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,3928,366.16129032258067
STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,55439,429.4345479082321
STEM INSTITUTE OF MANHATTAN,3303,408.2994652406417
STOREFRONT ACADEMY CHARTER SCHOOL,242,595.4
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,3126,487.9230769230769
SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 2,1204,472.64285714285717
SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW,860,560.625
SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE,828,568.8888888888889
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,3666,450.4516129032258
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,4046,457.21875
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,1678,527.5714285714286
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4 - NEW YOR,876,549.0
SUCCESS ACADEMY CHARTER SCHOOL - BUSHWICK,98,622.0
SUCCESS ACADEMY CHARTER SCHOOL - COBBLE HILL,1570,487.1764705882353
SUCCESS ACADEMY CHARTER SCHOOL - FAR ROCKAWAY,164,616.0
SUCCESS ACADEMY CHARTER SCHOOL - FLATBUSH,94,628.0
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,7470,419.5869565217391
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,5230,431.9230769230769
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,6516,433.3
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,3782,407.6764705882353
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,4098,453.5625
SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE - NEW YO,838,559.25
SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,104,622.0
SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDE,1060,558.4444444444445
SUCCESS ACADEMY CHARTER SCHOOL - UPPER WEST,3414,488.9230769230769
SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHT,922,562.25
SUCCESS ACADEMY CHARTER SCHOOL - WILLIAMSBURG,1574,463.0
SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),1656,534.0714285714286
SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),834,501.09090909090907
SUCCESS ACADEMY HELL'S KITCHEN (MANHATTAN 2),1086,509.27272727272725
SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),1690,540.9375
SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),1972,547.25
SUMMIT ACADEMY CHARTER SCHOOL,1834,381.60714285714283
SUNSET PARK AVENUES ELEMENTARY SCHOOL,6739,523.7278106508876
SUNSET PARK PREP,38675,419.8891687657431
TAG YOUNG SCHOLARS,26538,460.47269303201506
TEACHERS COLLEGE COMMUNITY SCHOOL,8190,486.3523131672598
THE 30TH AVENUE SCHOOL (G&T CITYWIDE),12672,525.6498194945848
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,1930,420.1304347826087
THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,4474,466.8494623655914
THE ACADEMY OF TALENTED SCHOLARS,14098,444.047197640118
THE ACTIVE LEARNING ELEMENTARY SCHOOL,6990,452.7282608695652
THE ANDERSON SCHOOL,22863,467.3109048723898
THE ANGELO PATRI MIDDLE SCHOOL,48712,398.02010050251255
THE BARBARA ESSELBORN SCHOOL,33870,438.53041362530416
THE BELLAIRE SCHOOL,45099,422.9183673469388
THE BILINGUAL BICULTURAL SCHOOL,11895,424.1397058823529
THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,18472,409.4150417827298
THE BRONX MATHEMATICS PREPARATORY SCHOOL,20234,401.1820895522388
THE BRONX SCHOOL OF YOUNG LEADERS,37047,405.3142144638404
THE BRONX STEM AND ARTS ACADEMY,6059,402.2590909090909
THE BROOKLYN GREEN SCHOOL,2729,536.4823529411765
"THE BROOKLYN NEW SCHOOL, P.S. 146",3135,366.94690265486724
THE CHILDREN'S LAB SCHOOL,7753,553.6666666666666
THE CHILDREN'S WORKSHOP SCHOOL,8133,418.56832298136646
THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,72423,462.66483516483515
THE CLINTON SCHOOL,19937,424.7469512195122
THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER,1736,396.8076923076923
THE DR. EMMETT W. BASSETT SCHOOL,42519,415.2688888888889
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,13100,459.95546558704456
THE EAST VILLAGE COMMUNITY SCHOOL,7739,430.2105263157895
THE EMERSON SCHOOL,24220,431.6986301369863
THE EMILY WARREN ROEBLING SCHOOL,33024,426.32580037664786
THE EQUALITY CHARTER SCHOOL,3454,381.42857142857144
THE EQUITY PROJECT CHARTER SCHOOL (TEP),6618,393.0571428571429
THE FAMILY SCHOOL,20550,411.74022346368713
THE FRESH CREEK SCHOOL,4476,401.2456140350877
THE GORDON PARKS SCHOOL,40129,412.8376237623762
"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, A",23708,363.92857142857144
THE HARBOR VIEW SCHOOL,4862,518.935294117647
THE HECTOR FIGUEROA SCHOOL,688,464.0
THE HIGHBRIDGE GREEN SCHOOL,23223,420.35483870967744
THE INTERNATIONAL CHARTER SCHOOL OF NEW YORK,250,604.6
THE JAMES J. AMBROSE SCHOOL,31201,450.2826603325416
THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,18713,412.6622516556291
THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTA,5014,544.9157894736842
THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,26627,423.5153374233129
THE LEXINGTON ACADEMY,28871,424.29330708661416
THE LOCKE SCHOOL OF ARTS AND ENGINEERING,3040,544.6947368421053
THE LONGWOOD ACADEMY OF DISCOVERY,19714,387.21700879765393
THE MADELEINE BRENNAN SCHOOL,145682,440.03097345132744
THE MATH & SCIENCE EXPLORATORY SCHOOL,32629,429.5232876712329
THE MATILDA AVENUE SCHOOL,2544,531.1733333333333
THE MAURICE SENDAK COMMUNITY SCHOOL,3491,555.7213114754098
THE MICHAEL J. PETRIDES SCHOOL,52028,415.9145038167939
"THE MIDDLE SCHOOL OF MEDIA, LAW AND FINE ARTS",15899,404.53846153846155
THE MOTT HALL SCHOOL,23611,443.94632768361583
THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE,16729,437.0590717299578
THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,64078,409.79383886255926
THE OPPORTUNITY CHARTER SCHOOL,2660,355.67857142857144
THE PECK SLIP SCHOOL,7492,516.495
"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",25295,442.2197802197802
THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,7496,534.6190476190476
THE RANDOLPH HOLDER SCHOOL FOR SOCIAL JUSTICE,23549,411.967032967033
THE RIVER SCHOOL,5669,548.6507936507936
THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,20151,400.8550724637681
THE SCHOOL FOR FUTURE LEADERS,17225,462.54368932038835
THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,40463,428.55853658536586
THE SCHOOL OF CREATIVITY AND INNOVATION,236,508.8125
THE SCHOOL OF INTEGRATED LEARNING,20763,419.5880597014925
THE SCHOOL OF SCIENCE AND APPLIED LEARNING,25474,400.59544159544157
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,36618,415.0274725274725
THE SEEALL ACADEMY,72966,428.4369310793238
THE STAR ACADEMY - P.S.63,3821,413.3816425120773
THE STEAM BRIDGE SCHOOL,2186,545.3493975903615
THE STEPHANIE A. VIERNO SCHOOL,34081,429.0989010989011
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,20542,395.47305389221555
THE URBAN ASSEMBLY UNISON SCHOOL,12110,405.02258064516127
THE WALTON AVENUE SCHOOL,10388,471.471615720524
THE WILLIAM LYNCH SCHOOL,5045,423.19262295081967
THE WINDSOR TERRACE SCHOOL,20482,430.2068965517241
THE WOODSIDE COMMUNITY SCHOOL,5263,543.8173913043478
THE YOUNG WOMENï¿½S LEADERSHIP SCHOOL OF STATEN ISLA,580,426.625
THEATRE ARTS PRODUCTION COMPANY SCHOOL,14525,389.72222222222223
THOMAS C. GIORDANO MIDDLE SCHOOL 45,60415,398.8029556650246
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,13493,415.1842105263158
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,7975,414.52789699570815
TOMPKINS SQUARE MIDDLE SCHOOL,26170,422.7600950118765
UNITY PREP CHARTER SCHOOL,2920,403.2857142857143
UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,9921,400.9612676056338
URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,12216,362.39864864864865
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,10711,398.44827586206895
URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,17759,407.94444444444446
URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,12810,415.659793814433
URBAN INSTITUTE OF MATHEMATICS,31353,422.4394299287411
URBAN SCHOLARS COMMUNITY SCHOOL,10556,400.1376811594203
VAN SICLEN COMMUNITY MIDDLE SCHOOL,21645,411.65051903114187
VILLAGE ACADEMY,31104,405.7789203084833
VISTA ACADEMY,30279,442.48387096774195
VOICE CHARTER SCHOOL OF NEW YORK,4432,414.0232558139535
WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,2506,378.95454545454544
WASHINGTON HEIGHTS ACADEMY,18403,432.65139949109414
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,22104,430.143216080402
WATERSIDE CHILDREN'S STUDIO SCHOOL,20094,422.94278606965173
WATERSIDE SCHOOL FOR LEADERSHIP,18546,405.58355437665784
WAVE PREPARATORY ELEMENTARY SCHOOL,16185,453.8061224489796
WEST BRONX ACADEMY FOR THE FUTURE,21069,399.38616714697406
WEST END SECONDARY SCHOOL,12135,507.4154589371981
WEST PREP ACADEMY,13041,385.6845637583893
WHITELAW REID ACADEMY OF ARTS AND BUSINESS,12633,395.9681978798587
WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,3682,398.53333333333336
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,17663,417.2987421383648
YORK EARLY COLLEGE ACADEMY,17651,426.5700325732899
YORKVILLE COMMUNITY SCHOOL,19453,434.8739946380697
YORKVILLE EAST MIDDLE SCHOOL,11397,480.58921161825725
YOUNG LEADERS ELEMENTARY SCHOOL,7865,402.2091254752852
YOUNG VOICES ACADEMY OF THE BRONX,6294,536.9151515151515
YOUNG WOMEN'S LEADERSHIP SCHOOL,9301,393.15625
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,8151,413.1060606060606
YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,16182,433.14179104477614
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",18351,421.0293159609121
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",16779,418.0627306273063
